lifetime_gross,rank,studio,title,year
19450,13051,Par.,Second Hand Hearts,1981
19411,13052,Free,Skateland,2011
19402,13053,Spn,Garmento,2003
19375,13054,Osci.,Tchoupitoulas,2012
19373,13055,FInd.,Everything's Gone Green,2007
19367,13056,Magn.,Donkey Punch,2009
19367,13057,MGM,Windrider,1987
19365,13058,CGld,Actress (2014),2014
19365,13059,FRun,Peter Brook: The Tightrope,2014
19339,13060,MBox,Watchers of the Sky,2014
19337,13061,Icar.,Gabo: The Creation of Gabriel Garcia Marquez,2015
19327,13062,IFC,House of Pleasures,2011
19317,13063,Icar.,The 3 Rooms of Melancholia,2005
19300,13064,Men.,Beauty in Trouble,2008
19292,13065,Strand,I Don't Want to Sleep Alone,2007
19285,13066,N.Arts,Off the Menu...,1998
19245,13067,FRun,Neshoba: The Price of Freedom,2010
19181,13068,UA,City Lights,1931
19140,13069,Zion,The Manson Family,2004
19137,13070,PP,The People I've Slept With,2010
19120,13071,Rialto,L'important C'est D'aimer (2017 Re-Release),2017
19107,13072,RM,Revelation: Dawn of Global Government,2016
19085,13073,CS,Make Believe,2011
19033,13074,Indic.,Search Engines,2016
19004,13075,KL,A Hard Day,2015
19003,13076,WinD,The Challenger,2015
19001,13077,APD/C,The Color Wheel,2012
18983,13078,Osci.,The Kill Team,2014
18957,13079,Orch.,Carrie Pilby,2017
18945,13080,N/A,Sophomore,2012
18944,13081,Cow.,Devils on the Doorstep,2002
18938,13082,DR,Smash & Grab: The Story of the Pink Panthers,2013
18929,13083,KL,You Ain't Seen Nothin' Yet,2013
18926,13084,SGem,Love and a Bullet,2002
18918,13085,7Art,Steal a Pencil for Me,2007
18901,13086,BSky,What Love Is,2007
18892,13087,Indic.,The Lucky Man,2017
18869,13088,Osci.,28 Hotel Rooms,2012
18863,13089,Free,Ktown Cowboys,2016
18846,13090,KL,Nostalghia,2013
18823,13091,Vari.,Test,2014
18807,13092,Magn.,A League of Ordinary Gentlemen,2005
18759,13093,Magn.,The Sorcerer and the White Snake,2013
18728,13094,Magn.,Severed Ways,2009
18720,13095,Reg.,Saving Marriage,2008
18719,13096,Castle,The Secret Rapture,1994
18686,13097,Magn.,Tasting Menu,2014
18654,13098,Wonder,Seoul Searching,2016
18654,13099,Bal.,Blessed Is the Match: The Life and Times of Hannah Senesh,2009
18643,13100,Wein.,Killshot,2009
18642,13101,Trib.,A Single Shot,2013
18618,13102,FRun,Chely Wright: Wish Me Away,2012
18613,13103,UTV,Dev D,2009
18612,13104,EOne,Two Night Stand,2014
18579,13105,Osci.,Bobbi Jene,2017
18565,13106,Part.,Ardor,2015
18558,13107,FYN,La Camioneta,2013
18531,13108,SPC,Quitting,2002
18529,13109,Zeit.,Let My People Go!,2013
18529,13110,Leg.,Clubland (1999),1999
18528,13111,Eros,Buddha Mar Gaya,2007
18516,13112,Kria,Mr. Ya Miss,2005
18515,13113,FRun,Venus Boyz,2003
18489,13114,TFC,All The Rage: Saved by Sarno,2017
18480,13115,Embr.,Between Love & Goodbye,2009
18476,13116,MovE,Ski School,1991
18464,13117,Imag.,Lovely Molly,2012
18445,13118,Pock.,Itty Bitty Titty Committee,2007
18440,13119,Magn.,Burden,2017
18435,13120,Strand,One to Another,2007
18415,13121,FM,Glory (2017),2017
18389,13122,Strand,The Reception,2005
18369,13123,Trim.,Deadfall,1993
18364,13124,Da.,OKA!,2011
18335,13125,RivR,"Live Fast, Die Young",2008
18334,13126,Osci.,Dear Zachary: A Letter to a Son About His Father,2008
18319,13127,Indic.,The Channel,2016
18297,13128,Rialto,A Pig Across Paris (2013 re-issue),2013
18295,13129,EOne,Twice Born,2013
18281,13130,Mira.,Talk of Angels,1998
18279,13131,7Art,Hell House,2002
18262,13132,FRun,Off and Running,2010
18254,13133,FRun,To the Limit,2008
18239,13134,CityL,Suicide Killers,2006
18238,13135,Magn.,The Little Death,2015
18215,13136,KL,Clash,2017
18202,13137,FC,Torn,2013
18193,13138,GPR,El Milagro De Marcelino Pan,2012
18190,13139,KL,Who is Dayani Cristal?,2014
18177,13140,Emb,The Lion in Winter,1968
18164,13141,SD,Casting By,2013
18154,13142,Arro.,Restless,2000
18137,13143,EF,Coming Through the Rye,2016
18123,13144,Magn.,Peter and the Farm,2016
18112,13145,Leg.,Somebody to Love,1996
18097,13146,Scre.,Women in Trouble,2009
18092,13147,Magn.,Harry Benson: Shoot First,2016
18089,13148,Indic.,A Bit of Bad Luck,2016
18088,13149,Imag.,Dare,2009
18087,13150,Icar.,Tosca's Kiss (2014 re-release),2014
18062,13151,CZ,Wildflower (Secretos del Alma),2016
18062,13152,MB,Scarlet Diva,2002
18058,13153,Magn.,Journey to the West,2014
18051,13154,WRA,Holy Hell,2016
18022,13155,CJ,Gangnam 1970,2015
18016,13156,Icar.,One Day Pina Asked...,2014
18012,13157,N.Arts,The Leading Man,1998
18010,13158,Jan.,I Knew Her Well,2016
18009,13159,Kino,Nenette,2010
18006,13160,FM,Men Go To Battle,2016
18000,13161,Outs,Juan of the Dead,2012
18000,13162,FRun,Girlfriends,1996
17992,13163,APD/C,Jamel Shabazz Street Photographer,2013
17986,13164,Indic.,Cruel World,2006
17981,13165,Rum.,Battle for Brooklyn,2011
17979,13166,Zeit.,Payback (2012),2012
17977,13167,Hann.,Cook County,2011
17930,13168,FB,Mansfield 66/67,2017
17929,13169,IFC,The King is Alive,2001
17921,13170,Pala.,Great Directors,2010
17909,13171,IFC,Dealin' With Idiots,2013
17896,13172,Strand,The Missing Person,2009
17844,13173,Abr.,The Last Shaman,2017
17808,13174,Reg.,The World Unseen,2008
17801,13175,IFC,4:44: Last Day on Earth,2012
17790,13176,Palm,Purple Butterfly,2004
17785,13177,SVS,Spookies,1987
17778,13178,Ghop,Escapes,2017
17744,13179,Cow.,Dear Jesse,1998
17740,13180,Argo.,Sacred,2017
17739,13181,MNE,Little Birds,2012
17727,13182,Indic.,The Other One,2015
17702,13183,IFC,Kelly & Cal,2014
17688,13184,PDF,Bad Grandmas,2017
17676,13185,Rim,"Comrades, Almost a Love Story",1998
17669,13186,Da.,Mental,2013
17650,13187,MGM,Molly,1999
17646,13188,Vari.,The History of Future Folk,2013
17643,13189,Key.,Night at the Golden Eagle,2002
17625,13190,Argo.,The New Twenty,2009
17575,13191,Orion,How He Fell in Love,2016
17528,13192,Tar.,"Milwaukee, Minnesota",2005
17508,13193,Vita.,Sunset Story,2005
17506,13194,Men.,Streit's: Matzo and the American Dream,2016
17503,13195,Indic.,Butterfly Girl,2015
17484,13196,FCW,Trash,2015
17479,13197,Anch.,5 Days of War,2011
17472,13198,Alc,Strangerland,2015
17419,13199,Vari.,Adventures of Power,2009
17384,13200,Roxie,The Days of Nick Drake,2002
17368,13201,Cow.,Mighty Peking Man (Re-issue),1999
17365,13202,Free,Bitch Slap,2010
17361,13203,Pict.,Transfixed,2004
17351,13204,Osci.,The Law (re-release),2010
17341,13205,FRun,Film Geek,2006
17309,13206,Vari.,Littlerock,2011
17306,13207,KF,The Homestretch,2014
17304,13208,RM,Ever Again,2006
17282,13209,Rocket,Archie's Final Project,2011
17282,13210,Osci.,Stand Clear of the Closing Doors,2014
17257,13211,Pict.,The Great Water,2005
17246,13212,Reg.,Speedway Junky,2001
17245,13213,CinV,A Real Young Girl,2001
17234,13214,N/A,Baby Blues,2008
17205,13215,TFC,Landfill Harmonic,2016
17191,13216,FM,Harmonium,2017
17186,13217,Cdgm.,Violet & Daisy,2013
17181,13218,Abr.,Food Evolution,2017
17162,13219,Strand,2by4,1999
17161,13220,Rialto,Accident,2014
17131,13221,Lot47,Fast Food Fast Women,2001
17110,13222,FDesk,Le Pont du Nord (2013 re-release),2013
17102,13223,Osci.,Always Shine,2016
17099,13224,Jude,On The Map,2016
17091,13225,Icar.,Tharlo,2016
17077,13226,UTV,Grandmaster,2012
17048,13227,KL,Great Museum,2015
17042,13228,Mira.,The Reflecting Skin,1991
17036,13229,Indic.,The Understudy,2012
16986,13230,IFC,Goodbye To All That,2014
16983,13231,SBE,The Prophet's Son,2012
16975,13232,GK,Mia and the Migoo,2011
16971,13233,Gold.,Cold Comes the Night,2014
16918,13234,Pict.,Eban and Charley,2001
16901,13235,CWM,Carbon Nation,2010
16880,13236,Cdgm.,April Showers,2009
16878,13237,FR,Hank and Asha,2014
16831,13238,FRun,Eastern Boys,2015
16815,13239,Gold.,Dark Streets,2008
16814,13240,Reg.,Holding Trevor,2008
16803,13241,7Art,Hidden in Plain Sight,2003
16791,13242,Xen.,7 Dias,2007
16785,13243,Spec.,Smooth Talk,1985
16783,13244,Argo.,Swim Team,2017
16783,13245,7Art,Balseros,2003
16778,13246,CGld,Night Across the Street,2013
16775,13247,LGP,Extraction,2015
16738,13248,Wein.,Eva,2015
16734,13249,FRun,Inventing Our Life: The Kibbutz Experiment,2012
16731,13250,KL,Burning Bush,2014
16714,13251,Fct.,Medea,2003
16697,13252,MNE,As I Lay Dying,2013
16692,13253,Abr.,This Changes Everything,2015
16675,13254,Strand,Syndromes and a Century,2007
16670,13255,MGM,Fascination,2005
16659,13256,First,Day Zero,2008
16627,13257,Drft.,The World of Kanako,2015
16613,13258,P4,The Freebie,2010
16611,13259,Argo.,The Freedom to Marry,2017
16595,13260,Rum.,Who Took Johnny,2015
16566,13261,Life,American Cannibal,2007
16557,13262,Gathr,Life in a Walk,2015
16544,13263,Grav.,Brave New Jersey,2017
16513,13264,Think,Noise,2008
16497,13265,Castle,A Fine Romance,1992
16469,13266,Think,The Last Mogul,2005
16413,13267,Think,Genesis,2005
16407,13268,UTV,Mumbai Meri Jaan,2008
16405,13269,INDEP,Mission Control: The Unsung Heroes of Apollo,2017
16400,13270,Cohen,Magician: The Astonishing Life and Work of Orson Welles,2014
16392,13271,Pala.,Splinterheads,2009
16386,13272,FRun,Design is One,2013
16377,13273,Reg.,April's Shower,2006
16334,13274,First,The Amateurs,2007
16299,13275,Arro.,Breathing Room,1996
16265,13276,Slam,Faster (2004),2004
16259,13277,L/Z,Cautiva,2006
16234,13278,Pio.,Onmyoji,2003
16214,13279,Think,I Like Killing Flies,2006
16201,13280,MAC,Perfect Opposites,2004
16198,13281,IRS,Coldblooded,1995
16184,13282,IFC,The Human Centipede 3 (Final Sequence),2015
16172,13283,Argo.,All the Queen's Horses,2017
16150,13284,NYer,It's Easier for a Camel,2004
16138,13285,FM,Teddy Bear,2012
16136,13286,IFC,No Restraint,2006
16136,13287,Vita.,Look,2007
16131,13288,Can.,When Father Was Away on Business,1985
16124,13289,Da.,Return (2012),2012
16100,13290,Viv.,Tennessee,2009
16086,13291,FRun,Levitated Mass,2014
16075,13292,IFC,London Boulevard,2011
16070,13293,Life,Time,2007
16057,13294,KL,Alps,2012
16050,13295,A23,Out of the Clear Blue Sky,2013
16027,13296,Illm.,Night of Henna,2005
16013,13297,FM,Storm,2009
16000,13298,SRep,Wattstax: The Special Edition,2003
15941,13299,CGld,Patience (After Sebald),2012
15927,13300,Lions,Vulgar,2002
15925,13301,Lorb.,Home (2009 French movie),2009
15919,13302,Truly,$upercapitalist,2012
15909,13303,Gathr,Can You Dig This,2015
15900,13304,Gabri.,Bobby G. Can't Swim,2002
15898,13305,KL,Kills on Wheels,2017
15875,13306,Indic.,This Binary Universe,2012
15843,13307,AL,Ten Benny,1998
15811,13308,Arab,Private,2005
15792,13309,Indic.,A Reason,2015
15790,13310,AGF,Anchor Baby,2011
15760,13311,Mont.,Take Me Home,2012
15745,13312,IDP,Sleeping Dogs Lie,2006
15726,13313,FM,Full Moon in Paris,2015
15715,13314,Strand,Michael (2012),2012
15709,13315,Scre.,Colonia,2016
15706,13316,Fox,Jumpin' at the Boneyard,1992
15679,13317,Palo,People Say I'm Crazy,2004
15676,13318,IFC,Five Minutes of Heaven,2009
15675,13319,IRS,Rubin & Ed,1992
15674,13320,MBox,Quill: The Life of a Guide Dog,2012
15671,13321,FL,Esmeralda Comes by Night,1998
15635,13322,Zeit.,A Letter to True,2004
15629,13323,PAc.,7th Street,2003
15611,13324,LibE,Eden (2008),2008
15610,13325,600W,Quiet City,2007
15587,13326,FR,Five Nights in Maine,2016
15549,13327,Distrib.,Number One Fan,2015
15545,13328,UA,Born Romantic,2001
15532,13329,NYer,Six in Paris (re-issue),2008
15530,13330,Magn.,Evil,2006
15520,13331,Palm,Bomb the System,2005
15516,13332,Koch,Save the Green Planet!,2005
15515,13333,FRun,Last Dance (2002),2002
15514,13334,Del.,Dreamkiller,2010
15513,13335,Reg.,Cthulhu,2008
15510,13336,Hemd,Blood Red,1989
15504,13337,FRun,One Bright Shining Moment: The Forgotten Summer of George McGovern,2005
15503,13338,Mira.,Spanish Fly,1999
15456,13339,CGld,The Oyster Farmer,2005
15433,13340,Strand,California Solo,2012
15430,13341,Castle,Pipe Dream,2002
15427,13342,Strand,Formula 17,2005
15395,13343,TUG,Be Somebody,2016
15387,13344,CLS,The Beautiful Truth,2008
15379,13345,Truly,Dumbstruck,2011
15375,13346,MNE,A Little Bit of Heaven,2012
15357,13347,Palm,Memories of Murder,2005
15355,13348,Wells,Wild Side,2005
15347,13349,Reg.,No Regret,2008
15313,13350,Mira.,Full-Tilt Boogie,1998
15312,13351,Osci.,Only the Young,2012
15305,13352,Osci.,Contemporary Color,2017
15290,13353,FRun,Seaside,2003
15263,13354,Indic.,Star Crossed,2016
15247,13355,TLA,Harry and Max,2005
15233,13356,CityL,Descent,2007
15217,13357,Hann.,Off the Lip,2004
15207,13358,NYer,The Apple,1999
15198,13359,All.,All Hat,2008
15157,13360,Magn.,SHOT! The Psycho-Spiritual Mantra of Rock,2017
15134,13361,7Art,Glory Daze,1996
15123,13362,Strand,17 Girls,2012
15122,13363,Indic.,Olivia Experiment,2014
15120,13364,And.,Nora,2001
15120,13365,Indic.,Kung Fu Joe,2012
15100,13366,Indic.,El Inmigrante,2007
15091,13367,Mont.,Trade of Innocents,2012
15088,13368,Icar.,Rebels on Pointe,2017
15084,13369,7Art,Khachaturian,2003
15084,13370,MEI,Drive,1992
15078,13371,Anch.,The Education of Charlie Banks,2009
15077,13372,Ply,Cheatin',2015
15073,13373,Mont.,Of Mind and Music,2016
15071,13374,RAtt.,Barefoot,2014
15035,13375,Lions,"Blood, Guts, Bullets & Octane",1999
15005,13376,FDem,I'm Not Jesus Mommy,2011
15003,13377,Indic.,The Tenant (2011),2011
14982,13378,Indic.,My First Wedding,2006
14974,13379,Saku.,Hannari - Geisha Modern,2006
14947,13380,Free,Zombeavers,2015
14928,13381,Drft.,I Declare War,2013
14919,13382,Strand,Dry Cleaning,1999
14904,13383,Palm,Millennium Mambo,2003
14890,13384,Magn.,Ong Bak 3,2011
14869,13385,FRun,Argentina,2016
14845,13386,Magn.,Chocolate,2009
14836,13387,Anch.,Jayne Mansfield's Car,2013
14831,13388,CCr.,A Tale of Two Pizzas,2005
14824,13389,Inn.,Reeseville,2004
14817,13390,KL,Horses of God,2014
14814,13391,CJ,Remember You,2016
14807,13392,FRun,Vince Giordano: There's a Future in the Past,2017
14806,13393,Cohen,Last Passenger,2014
14804,13394,HP,Shem,2006
14773,13395,Abr.,The Farthest,2017
14760,13396,Castle,The Break,1998
14752,13397,Magn.,Kiss of the Damned,2013
14739,13398,Strand,Lion's Den,2009
14725,13399,Castle,Two Ninas,2001
14701,13400,PH,Gloria (2015),2015
14693,13401,RAtt.,30 Beats,2012
14693,13402,Sony,Circus,2000
14692,13403,Wht.,La Cucaracha,1999
14616,13404,CafeP,10 Days in a Madhouse,2015
14615,13405,GD,Unraveled,2012
14600,13406,Castle,The Next Big Thing,2002
14591,13407,Osci.,Buzzard,2015
14586,13408,Cohen,Tristana (2012 re-release),2012
14567,13409,Anch.,Silent Night,2012
14566,13410,Lorb.,Armadillo,2011
14556,13411,FRun,The Settlers,2002
14547,13412,Orch.,Lamb (2016),2016
14541,13413,Life,Wall,2005
14540,13414,Cow.,Hard Core Logo,1998
14532,13415,Strand,Who Killed Bambi?,2004
14528,13416,IntC,Carmen Miranda: Bananas Is My Business,1995
14513,13417,Castle,The Ox,1992
14492,13418,Orion,The Wanderers,1979
14485,13419,ArtsA,Never Forever,2008
14475,13420,MBox,Antarctica: Ice & Sky,2017
14471,13421,Indic.,Fallen Idol: The Yuri Gagarin Conspiracy,2009
14460,13422,Scre.,The 24th Day,2004
14457,13423,ARF,The Two Escobars,2010
14443,13424,Strand,Opal Dream,2006
14416,13425,Strand,Kabei,2009
14408,13426,EpicPics,Space Dogs 3D,2012
14400,13427,CM,The Unbelievers,2013
14393,13428,Abr.,The Uncondemned,2016
14389,13429,Atop.,A Silent Love,2004
14381,13430,Mira.,The Journey of August King,1995
14369,13431,Inn.,The Anarchist Cookbook,2003
14360,13432,TAT,Justice Is Mind,2013
14354,13433,Indic.,Gone Doggy Gone,2015
14351,13434,IFC,Peep World,2011
14350,13435,CLS,Desert Bayou,2007
14350,13436,CJ,A Wedding Invitation,2013
14344,13437,KL,Exhibition,2014
14328,13438,Lions,Savior,1998
14320,13439,Castle,Amos Kolleck's Bad Girls,1994
14319,13440,AdL.,Daddy Cool,2009
14289,13441,FRun,The Devil's Miner,2006
14286,13442,Tara,A Modern Affair,1996
14276,13443,Rialto,It Always Rains on Sunday (re-issue),2008
14273,13444,NL,Full of It,2007
14272,13445,FRun,Never Stand Still: Dancing at Jacob's Pillow,2012
14271,13446,N/A,Nobody (2009),2009
14251,13447,AnyR,Military Intelligence and You!,2008
14231,13448,UTV,Saheb Biwi Aur Gangster,2011
14218,13449,Gold.,Brother Nature,2016
14204,13450,WGUSA,Brotherhood of Blades 2: The Infernal Battlefield,2017
14189,13451,Illm.,Crutch,2004
14154,13452,Magn.,Splinter (2008),2008
14130,13453,FRun,Carmen & Geoffrey,2009
14109,13454,Abr.,Newtown,2016
14104,13455,FDesk,We Won't Grow Old Together (2012 re-release),2012
14073,13456,B&A,Shangri-La Suite,2016
14062,13457,TFC,Gayby,2012
14059,13458,Mont.,Ripple Effect,2008
14057,13459,SIP,6 Month Rule,2012
14056,13460,Vari.,Head Games,2012
14056,13461,Strand,Lights in the Dusk,2007
14044,13462,IFC,A Perfect Day,2016
14034,13463,Gold.,GhettoPhysics: Will the Real Pimps and Hos Please Stand Up?,2010
14009,13464,Par.,Love and Money,1982
14001,13465,Strand,Il Futuro,2013
13996,13466,Strand,I'm Losing You,1999
13983,13467,Tar.,Marebito,2005
13975,13468,Sony,Abracadabra,2017
13959,13469,Cohen,The Prey,2013
13957,13470,CGld,Planet of Snail,2012
13944,13471,FoxM,And Then Came Love,2007
13931,13472,Mont.,Yosemite,2016
13931,13473,L/Z,Up for Grabs,2005
13906,13474,IFC,The Hallow,2015
13888,13475,Mont.,This is Martin Bonner,2013
13875,13476,Reg.,Cut Sleeve Boys,2007
13869,13477,Indic.,Falling Away,2012
13850,13478,IFC,The Protagonist,2007
13848,13479,IFC,Backcountry,2015
13836,13480,Think,Live Free or Die,2007
13826,13481,Maya,Sympathy for Delicious,2011
13809,13482,RTWC,13 Sins,2014
13804,13483,Troma,Poultrygeist: Night of the Chicken Dead,2008
13801,13484,NYer,The Times of Harvey Milk (re-issue),2000
13784,13485,KL,Porto,2017
13769,13486,Da.,The Pretty One,2014
13746,13487,CGld,The Day He Arrives,2012
13739,13488,Zeit.,A Space Program,2016
13737,13489,BSM,Dorfman in Love,2013
13737,13490,Magn.,The Architect,2006
13722,13491,Imag.,Don McKay,2010
13716,13492,Emr.,Full Grown Men,2008
13710,13493,PicH,Who the #$&% Is Jackson Pollock,2006
13707,13494,FM,Time to Die,2017
13703,13495,Strand,Love for Sale: Suely in the Sky,2007
13702,13496,FM,Amour Fou,2015
13693,13497,Distrib.,After Love,2017
13692,13498,Jan.,Daisies (2012 re-release),2012
13689,13499,Kino,Laila's Birthday,2009
13683,13500,CGld,The Law in These Parts,2012
13671,13501,KL,Tikkun,2016
13666,13502,Cohen,Red Trees,2017
13665,13503,Strand,Poison Friends,2007
13654,13504,FoxS,Soft Fruit,2000
13623,13505,MCE,Convicts,1991
13614,13506,MBox,Fifi Howls From Happiness,2014
13598,13507,AM,When the Iron Bird Flies,2012
13588,13508,WGUSA,Legend of the Naga Pearls,2017
13569,13509,Mont.,Reuniting the Rubins,2012
13547,13510,Eros,Eli,2015
13546,13511,DTP,Dysfunctional Friends,2012
13514,13512,MPI,Paper Man,2010
13510,13513,IFC,Duane Hopwood,2005
13500,13514,Pala.,Handsome Harry,2010
13484,13515,Gathr,Charged,2017
13472,13516,ATO,The Monk,2013
13465,13517,Reg.,Looking for an Echo,2000
13463,13518,Hann.,Spices of Liberty,2016
13450,13519,Sony,The Duelist,2016
13439,13520,IFC,The Escapist,2009
13420,13521,NGE,Benda Bilili!,2011
13411,13522,Cow.,The Slaughter Rule,2003
13385,13523,BCMG,War of the Worlds: Goliath,2014
13377,13524,Cdgm.,Citadel,2012
13347,13525,Magn.,A Long Way Down,2014
13334,13526,Magn.,One Last Thing...,2006
13330,13527,N.Arts,Hugo Pool,1997
13325,13528,Reg.,"Yes Nurse, No Nurse",2004
13304,13529,Embr.,Violet Tendencies,2010
13302,13530,IFC,Camp X-Ray,2014
13282,13531,ICir,Sherman's Way,2009
13276,13532,Reg.,The Specials,2000
13266,13533,LibE,Kicking It,2008
13254,13534,Jan.,Late Spring (2016 re-release),2016
13243,13535,IFC,Days and Nights,2014
13229,13536,CityL,Harold,2008
13199,13537,A23,Red Obsession,2013
13194,13538,Abr.,Intent to Destroy,2017
13191,13539,A24,Adderall Diaries,2016
13164,13540,Kino,Blind Mountain,2008
13152,13541,IDP,La Mentale: The Code,2004
13146,13542,Icar.,Sol LeWitt,2014
13137,13543,FRun,The Pleasures of Being Out of Step,2014
13136,13544,AcdE,Red Surf,1990
13128,13545,PFM,All Things Fair,1996
13093,13546,7A,The Trouble with Bliss,2012
13080,13547,Tost.,Under the Boardwalk: The Monopoly Story,2011
13074,13548,EOne,The Program (2016),2016
13066,13549,First,The Winners,1999
13063,13550,APD/C,Nothing But a Man (2012 re-release),2012
13042,13551,Emr.,My Mexican Shivah,2008
13031,13552,Leis.,Dog Days,2003
13015,13553,A23,Jim (2010),2010
13013,13554,FRun,"How Much Does Your Building Weigh, Mr. Foster?",2012
13000,13555,RF,Norwegian Wood,2012
13000,13556,FM,Raja,2004
12979,13557,Strand,Leap Year (2011),2011
12971,13558,Gold.,Bloodworth,2011
12959,13559,Divr.,Skid Marks,2007
12959,13560,FRun,K2: Siren of the Himalayas,2014
12958,13561,Castle,Little Boy Blue,1998
12951,13562,Can.,Puss in Boots (1988),1988
12908,13563,NYer,The World According to Shorts,2006
12901,13564,Indic.,A Green Story,2013
12897,13565,IFC,Alien Abduction,2014
12897,13566,Jan.,Taipei Story (2017 re-release),2017
12890,13567,Wrin.,Rock Bottom,2007
12888,13568,Osci.,Song of Granite,2017
12876,13569,FDesk,J'entends plus la guitare,2008
12854,13570,FInd.,I Trust You to Kill Me,2006
12847,13571,Magn.,Permanent,2017
12831,13572,Reg.,The Art of Being Straight,2009
12810,13573,FM,Neither Heaven Nor Earth,2016
12798,13574,Cmx.,Children Underground,2001
12795,13575,Orch.,Junction 48,2017
12781,13576,Aloha,Christmas at Maxwell's,2006
12772,13577,AMBI,In Search of Fellini,2017
12767,13578,Scre.,Lake City,2008
12756,13579,Gold.,Yakuza Apocalypse,2015
12751,13580,Castle,Diamond's Edge,1990
12728,13581,EOne,Virginia,2012
12712,13582,WB,War of the Buttons,1995
12702,13583,518,Cobra Verde (re-issue),2007
12696,13584,Ghop,Last Men in Aleppo,2017
12682,13585,Hemd,The Time Guardian,1989
12680,13586,KL,Concerning Violence,2014
12668,13587,Pala.,Heal (2017),2017
12666,13588,WGUSA,Special ID,2014
12663,13589,Strand,Backstage (2006),2006
12655,13590,Truly,Autumn,2006
12636,13591,First,August,2008
12628,13592,Rvl,Bhopal: A Prayer for Rain,2014
12614,13593,Outr.,Lansdown,2002
12604,13594,Indic.,Gory Gory Hallelujah,2005
12600,13595,Palm,Freestyle: The Art of Rhyme,2004
12597,13596,FL,Buddy Boy,2000
12589,13597,CFilms,Boy Meets Girl,2014
12578,13598,Indic.,Around June,2012
12562,13599,WB,Dial M for Murder,1954
12551,13600,Mira.,Daltry Calhoun,2005
12546,13601,Icar.,"The Photographer, His Wife, Her Lover",2006
12544,13602,A24,The Monster (2016),2016
12522,13603,VE,Blind,2017
12522,13604,Emr.,Jake's Corner,2008
12516,13605,Cohen,City of Women (2016 re-issue),2016
12500,13606,Castle,Hit Me,1998
12488,13607,Magn.,The Ones Below,2016
12450,13608,Strand,"Kiki, Love to Love",2016
12423,13609,BG,"10,000 Km",2015
12408,13610,KL,Seven Beauties (2017 re-release),2017
12396,13611,Trib.,For Ellen,2012
12366,13612,PMKBNC,America the Beautiful 2: The Thin Commandments,2011
12358,13613,Osci.,Rebirth,2011
12356,13614,Gold.,Grassroots,2012
12355,13615,Inn.,Spin (2004),2004
12355,13616,Mira.,Storefront Hitchcock,1998
12343,13617,Truly,Backseat,2008
12311,13618,MGM,The Dust Factory,2004
12306,13619,MEnd,Full Battle Rattle,2008
12288,13620,BAB,Big Ain't Bad,2004
12273,13621,CGld,4 Days in France,2017
12267,13622,FFS,The Armor of Light,2015
12260,13623,KL,Arabian Nights: Volume 1 - The Restless One,2015
12240,13624,UTMW,Wa-shoku: Beyond Sushi,2015
12232,13625,Mang.,The Living Wake,2010
12231,13626,2Gen,True Friends,1998
12189,13627,IFC,The Selfish Giant,2013
12185,13628,Argo.,China Blue,2007
12184,13629,NYer,Unknown Pleasures,2003
12173,13630,FR,Elstree 1976,2016
12158,13631,Strand,Staying Vertical,2017
12156,13632,KL,Fritz Lang's Destiny (2016 re-release),2016
12156,13633,TTW,Touch the Wall,2014
12153,13634,UTV,Shahid,2013
12139,13635,KE,Wolves,2014
12139,13636,FKF,Back Door Channels,2011
12135,13637,FM,"If I Want to Whistle, I Whistle",2011
12133,13638,mTuck,In No Great Hurry: 13 Lessons in Life with Saul Leiter,2014
12101,13639,Indic.,Hot Water,2016
12097,13640,Wvl.,The Last Broadcast,1998
12095,13641,Shad.,The Kids Grow Up,2010
12088,13642,IFC,Murder in the Park,2015
12080,13643,FRun,When Two Worlds Collide,2016
12077,13644,Crnth,Little England,2015
12077,13645,Prm,Close Call,2004
12069,13646,Reg.,Sex Positive,2009
12044,13647,FoxS,Dreaming of Joseph Lees,1999
12038,13648,FRun,Defamation,2009
12027,13649,IFC,The French Minister,2014
12025,13650,CLS,Lost Angels: Skid Row is My Home,2012
12022,13651,Strand,Felicite,2017
12008,13652,Strand,Picture Me,2010
12000,13653,Indic.,Shaye & Kiki,2002
12000,13654,BFA,Deep Gold,2011
12000,13655,N/A,The Vindicator,1986
11998,13656,WGUSA,Kill Zone 2,2016
11991,13657,Vita.,Rick,2004
11989,13658,Palm,The Legend of Leigh Bowery,2003
11975,13659,HCF,All Babes Want to Kill Me,2005
11951,13660,Mndt,Last Stop for Paul,2008
11931,13661,PArch,The Go-Getter,2008
11907,13662,NYer,Yellow Asphalt,2002
11894,13663,MBox,Of Horses and Men,2015
11894,13664,Strand,In the Fog,2013
11891,13665,Jan.,Vengeance Is Mine (re-issue),2007
11882,13666,Avat.,New York in the 50's,2001
11871,13667,Strand,Smokers Only,2002
11864,13668,Magn.,Quid Pro Quo,2008
11861,13669,MBox,Revenge of the Mekons,2014
11859,13670,Vest,Far From Home,1989
11846,13671,All.,Contre-Enquete,2008
11843,13672,Icar.,Dreams Rewired,2015
11816,13673,Emp.,Janice Beard,2002
11811,13674,MBox,Emptying the Skies,2015
11807,13675,NYer,Woman Is the Future of Man,2006
11799,13676,Aliq.,Chelsea on the Rocks,2009
11777,13677,Free,The Dry Land,2010
11774,13678,Free,Falcon Rising,2014
11750,13679,Icar.,Blockade,2007
